Iteration,BestFitness,Time,Load,Price
0,25.452712,0.000000,0.000000,0.000000
1,25.452712,0.000000,0.000000,0.000000
2,25.452712,0.000000,0.000000,0.000000
3,25.452712,0.000000,0.000000,0.000000
4,25.452712,0.000000,0.000000,0.000000
5,25.452712,0.000000,0.000000,0.000000
6,25.452712,0.000000,0.000000,0.000000
7,25.452712,0.000000,0.000000,0.000000
8,25.452712,0.000000,0.000000,0.000000
9,25.452712,0.000000,0.000000,0.000000
10,25.452712,0.000000,0.000000,0.000000
11,25.452712,0.000000,0.000000,0.000000
12,25.452712,0.000000,0.000000,0.000000
13,25.452712,0.000000,0.000000,0.000000
14,23.920830,0.000000,0.000000,0.000000
15,23.394471,0.000000,0.000000,0.000000
16,23.394471,0.000000,0.000000,0.000000
17,23.367859,0.000000,0.000000,0.000000
18,23.367859,0.000000,0.000000,0.000000
19,23.367859,0.000000,0.000000,0.000000
