mode,experiment,algorithm,variant,weightProfile,vmProfile,perturbation,taskCount,vmCount,seed,populationSize,maxIterations,initialEvaluations,iterationEvaluations,localSearchEvaluations,totalEvaluations,normMakespan,normEnergy,normCost,normImbalance,makespan,energy,cost,imbalance,objective,cloudsimFinishedCloudlets,cloudsimMakespan,runtimeMs
formalfull,E4_main,LSCBO,LSCBO,W0_equal,default_4_to_1,LEVY,200,50,47,20,20,20,400,20,440,34.02222222,117.52375034,236.48481728,1.01305557,46.57088123,144.99520631,238.87596676,1.34830850,1.23590829,200,47.54469913,1385
formalfull,E4_main,CBO,CBO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,68.32242226,194.52427476,246.46001111,1.81835059,1.62511492,200,69.20819967,252
formalfull,E4_main,GTO,GTO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,70.25540275,198.96981139,247.21330020,1.85492029,1.65859635,200,71.54025540,593
formalfull,E4_main,WOA,WOA,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,67.38461538,192.18538557,245.76678634,1.80672494,1.60964664,200,68.19482143,283
formalfull,E4_main,HHO,HHO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,66.13476071,190.45569932,247.34030613,1.74378596,1.58291457,200,67.09740554,131
formalfull,E4_main,GWO,GWO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,66.17878193,189.87868363,246.13659831,1.76738422,1.58656164,200,67.41255403,269
formalfull,E4_main,DBO,DBO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,65.76817289,189.77054206,247.48172737,1.73153740,1.57589017,200,67.15713163,209
formalfull,E4_main,PSO,PSO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,68.80353635,195.49363486,246.40068145,1.83231239,1.63409501,200,70.17679764,115
formalfull,E4_main,AOA,AOA,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,64.97802198,187.26815343,245.94049375,1.73895940,1.56496315,200,65.67243756,130
formalfull,E4_main,LSCBO,LSCBO,W0_equal,default_4_to_1,LEVY,500,50,47,20,20,20,400,20,440,85.74183515,297.30441601,601.25971701,1.00345723,127.42487685,393.47642217,618.05792174,1.38256276,1.30384089,500,129.66813130,256
formalfull,E4_main,CBO,CBO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,161.12752722,469.95263663,629.33016887,1.66669957,1.54189310,500,163.77874028,117
formalfull,E4_main,GTO,GTO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,158.88408644,464.40934571,627.76514811,1.65420514,1.52692697,500,162.20233792,115
formalfull,E4_main,WOA,WOA,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,177.94252874,506.13918757,631.40970486,1.82493138,1.66163629,500,180.37053640,84
formalfull,E4_main,HHO,HHO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,169.49042146,486.53635504,627.82000861,1.76422882,1.60389250,500,172.12038314,68
formalfull,E4_main,GWO,GWO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,159.72906404,466.11054937,627.65864872,1.66374044,1.53315255,500,161.82798030,96
formalfull,E4_main,DBO,DBO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,170.46656299,489.27952716,629.09718768,1.76500378,1.60976948,500,173.13021773,75
formalfull,E4_main,PSO,PSO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,160.46644845,469.93864785,631.78403446,1.64317805,1.53511399,500,162.62063830,70
formalfull,E4_main,AOA,AOA,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,164.06679764,476.18088619,629.51875398,1.69578013,1.56302399,500,167.43220039,73
formalfull,E4_main,LSCBO,LSCBO,W0_equal,default_4_to_1,LEVY,1000,50,47,20,20,20,400,20,440,180.63381410,626.65129634,1268.23413053,1.00219488,287.90614137,876.37244962,1315.46097919,1.44582764,1.36806667,1000,292.88288528,176
formalfull,E4_main,CBO,CBO,W0_equal,default_4_to_1,NONE,1000,50,47,20,20,20,400,0,420,180.63381410,626.65129634,1268.23413053,1.00219488,360.12438625,1036.55057174,1332.96318069,1.74707553,1.61051740,1000,364.14600655,156
formalfull,E4_main,GTO,GTO,W0_equal,default_4_to_1,NONE,1000,50,47,20,20,20,400,0,420,180.63381410,626.65129634,1268.23413053,1.00219488,372.19923372,1060.47340301,1330.74359898,1.81346525,1.65289664,1000,377.06099617,170
formalfull,E4_main,WOA,WOA,W0_equal,default_4_to_1,NONE,1000,50,47,20,20,20,400,0,420,180.63381410,626.65129634,1268.23413053,1.00219488,351.15717092,1015.56951461,1328.82433533,1.71736585,1.58150931,1000,357.80155206,174
formalfull,E4_main,HHO,HHO,W0_equal,default_4_to_1,NONE,1000,50,47,20,20,20,400,0,420,180.63381410,626.65129634,1268.23413053,1.00219488,358.28926905,1033.96394821,1335.18894783,1.73069765,1.60329890,1000,364.03181960,155
formalfull,E4_main,GWO,GWO,W0_equal,default_4_to_1,NONE,1000,50,47,20,20,20,400,0,420,180.63381410,626.65129634,1268.23413053,1.00219488,375.24165029,1067.56324064,1332.09624454,1.82348175,1.66270113,1000,381.95086444,178
