Algorithm,TaskCount,Run,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree
RoundRobin,100,10,52,18.122000,0.002866,0.042006,0.392062,2.392620
Random,100,10,52,27.146000,0.002890,0.043544,0.251105,2.840392
MinMin,100,10,52,8.252000,0.002924,0.025805,0.725377,0.874914
MaxMin,100,10,52,6.311000,0.002962,0.031781,0.916078,0.319546
FCFS,100,11,53,18.344000,0.003033,0.042974,0.399863,2.427410
RoundRobin,100,11,53,18.344000,0.003033,0.042974,0.399863,2.427410
Random,100,11,53,36.634000,0.003045,0.041178,0.150570,4.444485
MinMin,100,11,53,8.597000,0.003116,0.024744,0.720435,0.859811
MaxMin,100,11,53,6.347000,0.003105,0.031870,0.910845,0.354539
FCFS,100,12,54,14.652000,0.002597,0.036891,0.476383,2.159524
RoundRobin,100,12,54,14.652000,0.002597,0.036891,0.476383,2.159524
Random,100,12,54,23.588000,0.002479,0.036342,0.206550,3.014363
MinMin,100,12,54,7.533000,0.002626,0.025460,0.714372,0.918695
MaxMin,100,12,54,5.986000,0.002686,0.030104,0.931743,0.314885
FCFS,100,13,55,16.220000,0.002833,0.039791,0.393063,2.280938
RoundRobin,100,13,55,16.220000,0.002833,0.039791,0.393063,2.280938
Random,100,13,55,35.906000,0.002839,0.039050,0.018392,5.304241
MinMin,100,13,55,7.806000,0.002991,0.025865,0.680985,0.976128
MaxMin,100,13,55,5.644000,0.002951,0.031116,0.939980,0.265648
FCFS,100,14,56,20.110000,0.002551,0.040870,0.375584,2.631679
RoundRobin,100,14,56,20.110000,0.002551,0.040870,0.375584,2.631679
Random,100,14,56,26.758000,0.002588,0.040432,0.285744,3.110754
MinMin,100,14,56,8.014000,0.002437,0.027256,0.756710,0.845180
MaxMin,100,14,56,6.306000,0.002502,0.032270,0.936940,0.223245
FCFS,100,15,57,19.114000,0.003068,0.037044,0.212972,2.952934
RoundRobin,100,15,57,19.114000,0.003068,0.037044,0.212972,2.952934
Random,100,15,57,25.536000,0.003174,0.032740,0.325777,3.602617
MinMin,100,15,57,7.126000,0.003386,0.022890,0.785126,0.730706
MaxMin,100,15,57,5.108000,0.003315,0.026230,0.906102,0.341389
FCFS,100,16,58,18.394000,0.002884,0.045234,0.410854,2.300825
RoundRobin,100,16,58,18.394000,0.002884,0.045234,0.410854,2.300825
Random,100,16,58,31.314000,0.002834,0.044199,0.122546,4.071038
MinMin,100,16,58,8.476000,0.002858,0.027428,0.816724,0.781480
MaxMin,100,16,58,6.572000,0.002954,0.033946,0.924547,0.290785
FCFS,100,17,59,19.508000,0.003164,0.039778,0.344401,2.618775
RoundRobin,100,17,59,19.508000,0.003164,0.039778,0.344401,2.618775
Random,100,17,59,29.974000,0.003128,0.039456,0.109349,3.817384
MinMin,100,17,59,7.693000,0.003347,0.024178,0.714232,0.830872
MaxMin,100,17,59,5.674000,0.003245,0.030303,0.943265,0.266520
FCFS,100,18,60,13.208000,0.002817,0.037297,0.461402,1.949003
RoundRobin,100,18,60,13.208000,0.002817,0.037297,0.461402,1.949003
Random,100,18,60,34.394000,0.002911,0.044112,0.010566,4.092884
MinMin,100,18,60,7.556667,0.003242,0.023162,0.650884,0.954413
MaxMin,100,18,60,5.392000,0.003086,0.029315,0.943639,0.226352
FCFS,100,19,61,19.094000,0.002583,0.039419,0.395609,2.725147
RoundRobin,100,19,61,19.094000,0.002583,0.039419,0.395609,2.725147
Random,100,19,61,31.590000,0.002487,0.042453,0.130254,3.436190
MinMin,100,19,61,7.939000,0.002487,0.024789,0.779933,0.855144
MaxMin,100,19,61,5.962000,0.002573,0.030104,0.910589,0.305431
FCFS,100,20,62,13.636000,0.002918,0.029823,0.424410,2.492753
RoundRobin,100,20,62,13.636000,0.002918,0.029823,0.424410,2.492753
Random,100,20,62,22.536000,0.002861,0.029259,0.181126,4.128938
MinMin,100,20,62,6.586000,0.003157,0.023133,0.840726,0.708578
MaxMin,100,20,62,4.950000,0.003196,0.024486,0.907829,0.304026
FCFS,100,21,63,19.436000,0.002742,0.041572,0.371985,2.541054
RoundRobin,100,21,63,19.436000,0.002742,0.041572,0.371985,2.541054
Random,100,21,63,45.744000,0.002728,0.041429,-0.008706,6.082301
MinMin,100,21,63,8.399333,0.002719,0.026019,0.697537,0.896672
MaxMin,100,21,63,6.052000,0.002743,0.031989,0.930099,0.278417
FCFS,100,22,64,14.530000,0.002782,0.033006,0.469940,2.293377
RoundRobin,100,22,64,14.530000,0.002782,0.033006,0.469940,2.293377
Random,100,22,64,25.084000,0.002901,0.034487,0.144547,3.714300
MinMin,100,22,64,7.041000,0.003200,0.021937,0.684787,0.898112
MaxMin,100,22,64,5.120000,0.003027,0.026398,0.909599,0.310253
FCFS,100,23,65,17.970000,0.002944,0.043148,0.320221,2.314483
RoundRobin,100,23,65,17.970000,0.002944,0.043148,0.320221,2.314483
Random,100,23,65,24.358000,0.002888,0.041332,0.220822,3.096419
MinMin,100,23,65,8.360000,0.002856,0.024709,0.730074,0.874003
MaxMin,100,23,65,6.054000,0.002893,0.031558,0.941815,0.249113
FCFS,100,24,66,18.254000,0.003153,0.043810,0.367508,2.286157
RoundRobin,100,24,66,18.254000,0.003153,0.043810,0.367508,2.286157
Random,100,24,66,39.470000,0.003258,0.043376,0.050980,4.639746
MinMin,100,24,66,8.434667,0.003410,0.025771,0.693432,0.901483
MaxMin,100,24,66,6.214000,0.003344,0.032559,0.947278,0.254842
FCFS,100,25,67,15.894000,0.002678,0.032847,0.504320,2.615381
RoundRobin,100,25,67,15.894000,0.002678,0.032847,0.504320,2.615381
Random,100,25,67,37.286000,0.002629,0.036888,-0.064428,5.345731
MinMin,100,25,67,7.314000,0.003036,0.023804,0.675703,0.941544
MaxMin,100,25,67,5.254000,0.002874,0.027772,0.929346,0.268054
FCFS,100,26,68,17.134000,0.002862,0.038422,0.382125,2.455282
RoundRobin,100,26,68,17.134000,0.002862,0.038422,0.382125,2.455282
Random,100,26,68,21.902000,0.002944,0.039440,0.254242,2.886461
MinMin,100,26,68,7.543000,0.003115,0.024409,0.682559,0.875486
MaxMin,100,26,68,5.556000,0.003017,0.030082,0.939480,0.248730
FCFS,100,27,69,16.890000,0.002766,0.035975,0.327461,2.648954
RoundRobin,100,27,69,16.890000,0.002766,0.035975,0.327461,2.648954
Random,100,27,69,20.038000,0.002729,0.034834,0.270872,3.245475
MinMin,100,27,69,7.250000,0.003037,0.024133,0.715207,0.917106
MaxMin,100,27,69,5.284000,0.002922,0.028080,0.925381,0.232250
FCFS,100,28,70,19.578000,0.002758,0.038333,0.427296,2.883173
RoundRobin,100,28,70,19.578000,0.002758,0.038333,0.427296,2.883173
Random,100,28,70,37.318000,0.002832,0.038680,0.133572,5.203975
MinMin,100,28,70,7.951000,0.003068,0.026847,0.653749,0.995575
MaxMin,100,28,70,5.730000,0.002956,0.031460,0.946874,0.253097
FCFS,100,29,71,19.306000,0.003172,0.043351,0.351853,2.408636
RoundRobin,100,29,71,19.306000,0.003172,0.043351,0.351853,2.408636
Random,100,29,71,33.602000,0.003201,0.045017,0.177352,3.870686
MinMin,100,29,71,8.456667,0.003255,0.025490,0.723739,0.862502
MaxMin,100,29,71,6.232000,0.003261,0.032345,0.937232,0.294037
FCFS,100,30,72,17.532000,0.002838,0.042578,0.363441,2.247069
RoundRobin,100,30,72,17.532000,0.002838,0.042578,0.363441,2.247069
Random,100,30,72,20.686000,0.002668,0.037727,0.339299,2.678013
MinMin,100,30,72,8.158000,0.002781,0.025457,0.745454,0.844155
MaxMin,100,30,72,6.050000,0.002818,0.031807,0.927750,0.299875
FCFS,300,1,43,47.898000,0.009978,0.133474,0.346780,1.896351
RoundRobin,300,1,43,47.898000,0.009978,0.133474,0.346780,1.896351
Random,300,1,43,82.338000,0.009886,0.137954,0.219091,3.523445
MinMin,300,1,43,18.593000,0.010514,0.091679,0.857206,0.676962
MaxMin,300,1,43,16.954000,0.010374,0.090932,0.947426,0.150113
FCFS,300,2,44,50.666000,0.009239,0.105971,0.369150,2.521611
RoundRobin,300,2,44,50.666000,0.009239,0.105971,0.369150,2.521611
Random,300,2,44,72.810000,0.009021,0.107660,0.165892,3.993400
MinMin,300,2,44,16.484000,0.009628,0.075460,0.764698,0.678787
MaxMin,300,2,44,14.966000,0.009703,0.079902,0.948456,0.142046
FCFS,300,3,45,54.934000,0.009305,0.096110,0.375710,3.107456
RoundRobin,300,3,45,54.934000,0.009305,0.096110,0.375710,3.107456
Random,300,3,45,86.874000,0.009044,0.099494,0.137060,5.167663
MinMin,300,3,45,15.292000,0.009833,0.074947,0.838081,0.539473
MaxMin,300,3,45,14.388000,0.009863,0.077032,0.972993,0.110421
FCFS,300,4,46,42.798000,0.008213,0.097305,0.453797,2.185900
RoundRobin,300,4,46,42.798000,0.008213,0.097305,0.453797,2.185900
Random,300,4,46,60.320000,0.008286,0.096367,0.329176,3.632944
MinMin,300,4,46,16.381000,0.008677,0.077343,0.808557,0.695594
MaxMin,300,4,46,14.909333,0.008752,0.079965,0.960328,0.128131
FCFS,300,5,47,49.802000,0.008799,0.124658,0.418200,2.087085
RoundRobin,300,5,47,49.802000,0.008799,0.124658,0.418200,2.087085
Random,300,5,47,80.346000,0.008936,0.125050,0.188822,3.819660
MinMin,300,5,47,18.480000,0.009130,0.095111,0.901285,0.324774
MaxMin,300,5,47,17.019000,0.009056,0.094835,0.988437,0.033118
FCFS,300,6,48,49.514000,0.009284,0.135969,0.369446,2.010838
RoundRobin,300,6,48,49.514000,0.009284,0.135969,0.369446,2.010838
Random,300,6,48,84.354000,0.009041,0.137491,0.222328,3.588492
MinMin,300,6,48,18.466000,0.009464,0.094914,0.870648,0.664145
MaxMin,300,6,48,17.372000,0.009493,0.096624,0.987188,0.042119
FCFS,300,7,49,44.744000,0.008611,0.107494,0.427779,2.087066
RoundRobin,300,7,49,44.744000,0.008611,0.107494,0.427779,2.087066
Random,300,7,49,55.758000,0.008398,0.109245,0.286996,2.957421
MinMin,300,7,49,17.527000,0.009177,0.080480,0.764262,0.782707
MaxMin,300,7,49,15.508000,0.009005,0.085609,0.953744,0.142615
FCFS,300,8,50,40.350000,0.008425,0.105305,0.466786,1.950168
RoundRobin,300,8,50,40.350000,0.008425,0.105305,0.466786,1.950168
Random,300,8,50,76.742000,0.008621,0.115770,0.100792,3.879923
MinMin,300,8,50,17.030000,0.009286,0.077919,0.763572,0.803893
MaxMin,300,8,50,15.148000,0.009088,0.083350,0.956092,0.133289
FCFS,300,9,51,45.722000,0.008686,0.117290,0.424106,2.052397
RoundRobin,300,9,51,45.722000,0.008686,0.117290,0.424106,2.052397
Random,300,9,51,64.922000,0.008906,0.109920,0.285606,3.309646
MinMin,300,9,51,18.245333,0.009103,0.092418,0.895504,0.337335
MaxMin,300,9,51,16.281333,0.008950,0.091277,0.957324,0.140683
FCFS,300,10,52,46.342000,0.008664,0.125815,0.418112,1.889535
RoundRobin,300,10,52,46.342000,0.008664,0.125815,0.418112,1.889535
Random,300,10,52,76.190000,0.008675,0.127570,0.156318,3.511065
MinMin,300,10,52,18.156000,0.008864,0.095189,0.921326,0.330835
MaxMin,300,10,52,17.499333,0.008872,0.095871,0.987591,0.045262
FCFS,300,11,53,50.682000,0.009248,0.136387,0.393417,1.934838
RoundRobin,300,11,53,50.682000,0.009248,0.136387,0.393417,1.934838
Random,300,11,53,66.422000,0.009128,0.127255,0.378327,3.067186
MinMin,300,11,53,18.814000,0.009558,0.099549,0.934911,0.314610
MaxMin,300,11,53,17.986000,0.009552,0.099816,0.991669,0.026865
FCFS,300,12,54,43.770000,0.007936,0.116985,0.461561,1.884677
RoundRobin,300,12,54,43.770000,0.007936,0.116985,0.461561,1.884677
Random,300,12,54,51.738000,0.008020,0.117747,0.329241,2.575003
MinMin,300,12,54,17.650667,0.008244,0.092389,0.910714,0.337488
MaxMin,300,12,54,16.730000,0.008235,0.093137,0.987743,0.045415
FCFS,300,13,55,42.226000,0.008384,0.117150,0.458002,1.824138
RoundRobin,300,13,55,42.226000,0.008384,0.117150,0.458002,1.824138
Random,300,13,55,65.994000,0.008320,0.118522,0.247721,3.320262
MinMin,300,13,55,18.556000,0.008867,0.093918,0.890423,0.334281
MaxMin,300,13,55,16.260000,0.008754,0.093873,0.987972,0.034333
FCFS,300,14,56,46.370000,0.007734,0.124148,0.457273,1.893267
RoundRobin,300,14,56,46.370000,0.007734,0.124148,0.457273,1.893267
Random,300,14,56,47.646000,0.007562,0.119715,0.415535,2.354262
MinMin,300,14,56,19.844333,0.007766,0.096910,0.909448,0.310310
MaxMin,300,14,56,18.074000,0.007711,0.099790,0.983297,0.051992
FCFS,300,15,57,43.448000,0.009182,0.105030,0.342446,2.146674
RoundRobin,300,15,57,43.448000,0.009182,0.105030,0.342446,2.146674
Random,300,15,57,56.238000,0.009147,0.101385,0.298880,3.276072
MinMin,300,15,57,16.037333,0.009787,0.075509,0.791988,0.685713
MaxMin,300,15,57,14.853000,0.009784,0.079271,0.960951,0.122848
FCFS,300,16,58,54.362000,0.008479,0.135445,0.406776,2.155782
RoundRobin,300,16,58,54.362000,0.008479,0.135445,0.406776,2.155782
Random,300,16,58,79.274000,0.008450,0.132461,0.259623,3.443134
MinMin,300,16,58,20.344000,0.008770,0.097174,0.905578,0.304610
MaxMin,300,16,58,18.321000,0.008671,0.100934,0.986106,0.049649
FCFS,300,17,59,53.374000,0.009143,0.116960,0.383287,2.382549
RoundRobin,300,17,59,53.374000,0.009143,0.116960,0.383287,2.382549
Random,300,17,59,71.882000,0.008954,0.114458,0.272642,3.668383
MinMin,300,17,59,17.442000,0.009591,0.085912,0.803599,0.729389
MaxMin,300,17,59,15.910000,0.009413,0.087957,0.945137,0.154615
FCFS,300,18,60,44.214000,0.008740,0.114053,0.439942,2.028869
RoundRobin,300,18,60,44.214000,0.008740,0.114053,0.439942,2.028869
Random,300,18,60,69.414000,0.008773,0.120395,0.200054,3.432635
MinMin,300,18,60,17.274000,0.009463,0.088855,0.893162,0.348207
MaxMin,300,18,60,15.630000,0.009233,0.087986,0.949595,0.152265
FCFS,300,19,61,42.134000,0.007966,0.122348,0.463380,1.744266
RoundRobin,300,19,61,42.134000,0.007966,0.122348,0.463380,1.744266
Random,300,19,61,83.012000,0.007963,0.126071,0.199412,3.890077
MinMin,300,19,61,19.384333,0.007993,0.092793,0.925850,0.309641
MaxMin,300,19,61,17.042000,0.007963,0.095254,0.984407,0.049182
FCFS,300,20,62,41.754000,0.008874,0.091096,0.471835,2.390334
RoundRobin,300,20,62,41.754000,0.008874,0.091096,0.471835,2.390334
Random,300,20,62,51.018000,0.008906,0.090467,0.352768,3.211223
MinMin,300,20,62,15.078000,0.009520,0.074319,0.844036,0.563845
MaxMin,300,20,62,14.046000,0.009556,0.075735,0.972742,0.121156
FCFS,300,21,63,42.098000,0.008048,0.120308,0.466915,1.770905
RoundRobin,300,21,63,42.098000,0.008048,0.120308,0.466915,1.770905
Random,300,21,63,94.708000,0.008051,0.121374,0.213343,4.560565
MinMin,300,21,63,18.166667,0.008135,0.094547,0.925807,0.329653
MaxMin,300,21,63,17.167333,0.008152,0.095283,0.983707,0.047487
FCFS,300,22,64,45.382000,0.008735,0.106859,0.439838,2.174519
RoundRobin,300,22,64,45.382000,0.008735,0.106859,0.439838,2.174519
Random,300,22,64,64.712000,0.009161,0.104663,0.273552,3.661394
MinMin,300,22,64,17.036667,0.009396,0.078803,0.772288,0.716922
MaxMin,300,22,64,15.328000,0.009404,0.083215,0.949037,0.141858
FCFS,300,23,65,48.278000,0.008691,0.127431,0.399146,1.968221
RoundRobin,300,23,65,48.278000,0.008691,0.127431,0.399146,1.968221
